Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Date,Year,Month,Week,Day,Hour,DayOfWeek,IsWeekend,IsMonthEnd,DayOfWeek_sin,DayOfWeek_cos,Hour_sin,Hour_cos,Cleaned_Description,IsLargeAmount,IsVeryLargeAmount,AmountLevel,IsRecurring,Type_Adjustment,Type_Fee,Type_Return,Type_Sale,ZScore_Amount,IsOutlier_Z,PromptText
2023-10-11,11/9/2023,Offer:McDonalds,Fees & Adjustments,adjustment,1.73,,2023-11-09,2023,11,45,9,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,offermcdonalds,1,0,very_large,1,True,False,False,False,0.6525834396131625,0,"Transaction de 1.73€ chez offermcdonalds, de type Adjustment, catégorie Fees & Adjustments"
2023-10-11,10/16/2023,2 PUTT TAVERN AND GRILL,Food & Drink,sale,-73.85,,2023-10-14,2023,10,41,14,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,2 putt tavern and grill,0,0,small,1,False,False,False,True,-0.47162852705312497,0,"Transaction de -73.85€ chez 2 putt tavern and grill, de type Sale, catégorie Food & Drink"
2023-10-11,11/24/2023,AMZN Mktp US*SI8GH1J23,Shopping,sale,-61.06,,2023-11-24,2023,11,47,24,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,amzn mktp ussi8gh1j23,0,0,small,1,False,False,False,True,-0.281384136292847,0,"Transaction de -61.06€ chez amzn mktp ussi8gh1j23, de type Sale, catégorie Shopping"
2023-10-11,11/17/2023,KROGER FUEL 4426,Gas,sale,-48.94,,2023-11-16,2023,11,46,16,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,kroger fuel 4426,0,0,small,1,False,False,False,True,-0.10110563621352164,0,"Transaction de -48.94€ chez kroger fuel 4426, de type Sale, catégorie Gas"
2023-10-12,11/19/2023,KROGER,Groceries,sale,-151.74,,2023-11-17,2023,11,46,17,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-1.6302005048731456,0,"Transaction de -151.74€ chez kroger, de type Sale, catégorie Groceries"
2023-10-12,11/23/2023,SKYLINE LANDEN,Food & Drink,sale,-8.84,,2023-11-21,2023,11,47,21,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,skyline landen,0,0,very_large,1,False,False,False,True,0.49536035827335495,0,"Transaction de -8.84€ chez skyline landen, de type Sale, catégorie Food & Drink"
2023-10-12,12/15/2023,KROGER,Groceries,sale,-179.64,,2023-12-13,2023,12,50,13,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-2.0451980421844635,0,"Transaction de -179.64€ chez kroger, de type Sale, catégorie Groceries"
2023-10-12,10/26/2023,FIVE STAR FOOD,Food & Drink,sale,-3.15,,2023-10-25,2023,10,43,25,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,five star food,0,0,very_large,1,False,False,False,True,0.5799960567429392,0,"Transaction de -3.15€ chez five star food, de type Sale, catégorie Food & Drink"
2023-10-12,9/29/2023,EL RANCHO NUEVO,Food & Drink,sale,-60.1,,2023-09-28,2023,9,39,28,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,el rancho nuevo,0,0,small,1,False,False,False,True,-0.26710465113804893,0,"Transaction de -60.1€ chez el rancho nuevo, de type Sale, catégorie Food & Drink"
2023-10-12,12/7/2023,SPEEDWAY 01829 705 CORWIN,Gas,sale,-11.05,,2023-12-06,2023,12,49,6,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,speedway 01829 705 corwin,0,0,large,1,False,False,False,True,0.4624877934899136,0,"Transaction de -11.05€ chez speedway 01829 705 corwin, de type Sale, catégorie Gas"
2023-10-12,9/26/2023,THE HONEST COMPANY  INC.,Shopping,sale,-11.87,,2023-09-25,2023,9,39,25,0,0,0,0,0.0,1.0,0.0,1.0,the honest company  inc,0,0,large,0,False,False,False,True,0.45029073325352365,0,"Transaction de -11.87€ chez the honest company  inc, de type Sale, catégorie Shopping"
2023-10-12,10/8/2023,ZAP*ZAPPOS.COM,Shopping,sale,-75.58,,2023-10-06,2023,10,40,6,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,zapzapposcom,0,0,small,1,False,False,False,True,-0.49736134925916736,0,"Transaction de -75.58€ chez zapzapposcom, de type Sale, catégorie Shopping"
2023-10-13,12/24/2023,GRUBHUB*ELPICANTEMEXIC,Food & Drink,sale,-43.52,,2023-12-23,2023,12,51,23,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,grubhubelpicantemexic,0,0,medium,0,False,False,False,True,-0.020486042943724435,0,"Transaction de -43.52€ chez grubhubelpicantemexic, de type Sale, catégorie Food & Drink"
2023-10-13,12/24/2023,Amazon.com*IR7W31WJ3,Shopping,sale,-5.87,,2023-12-22,2023,12,51,22,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,amazoncomir7w31wj3,0,0,very_large,1,False,False,False,True,0.5395375154710114,0,"Transaction de -5.87€ chez amazoncomir7w31wj3, de type Sale, catégorie Shopping"
2023-10-13,11/12/2023,CHIPOTLE ONLINE,Food & Drink,sale,-40.06,,2023-11-12,2023,11,45,12,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,chipotle online,0,0,medium,1,False,False,False,True,0.030979601468360193,0,"Transaction de -40.06€ chez chipotle online, de type Sale, catégorie Food & Drink"
2023-10-13,9/27/2023,EB MAGGIANOS CINCINNA,Food & Drink,sale,-132.37,,2023-09-27,2023,9,39,27,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,eb maggianos cincinna,0,0,small,0,False,False,False,True,-1.3420821429476892,0,"Transaction de -132.37€ chez eb maggianos cincinna, de type Sale, catégorie Food & Drink"
2023-10-13,10/1/2023,SPEEDWAY 01829 705 CORWIN,Gas,sale,-7.97,,2023-09-29,2023,9,39,29,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,speedway 01829 705 corwin,0,0,very_large,1,False,False,False,True,0.5083011416948907,0,"Transaction de -7.97€ chez speedway 01829 705 corwin, de type Sale, catégorie Gas"
2023-10-13,11/28/2023,KROGER 408,Groceries,sale,-24.73,,2023-11-27,2023,11,48,27,0,0,0,0,0.0,1.0,0.0,1.0,kroger 408,0,0,medium,1,False,False,False,True,0.25900513003404146,0,"Transaction de -24.73€ chez kroger 408, de type Sale, catégorie Groceries"
2023-10-13,11/28/2023,KROGER 408,Groceries,sale,-24.73,,2023-11-27,2023,11,48,27,0,0,0,0,0.0,1.0,0.0,1.0,kroger 408,0,0,medium,1,False,False,False,True,0.25900513003404146,0,"Transaction de -24.73€ chez kroger 408, de type Sale, catégorie Groceries"
2023-10-13,11/17/2023,DD DOORDASH THEHI-MAR,Food & Drink,sale,-20.75,,2023-11-17,2023,11,46,17,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,dd doordash thehimar,0,0,medium,1,False,False,False,True,0.3182054955716417,0,"Transaction de -20.75€ chez dd doordash thehimar, de type Sale, catégorie Food & Drink"
2023-10-13,11/26/2023,KROGER,Groceries,sale,-128.09,,2023-11-24,2023,11,47,24,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-1.2784194382992147,0,"Transaction de -128.09€ chez kroger, de type Sale, catégorie Groceries"
2023-10-13,9/29/2023,SCHOLASTIC BOOK FAIRS R4,Education,sale,-27.73,,2023-09-28,2023,9,39,28,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,scholastic book fairs r4,0,0,medium,0,False,False,False,True,0.21438173892529758,0,"Transaction de -27.73€ chez scholastic book fairs r4, de type Sale, catégorie Education"
2023-10-13,10/22/2023,FLYING J 604,Gas,sale,-11.98,,2023-10-21,2023,10,42,21,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,flying j 604,0,0,large,1,False,False,False,True,0.448654542246203,0,"Transaction de -11.98€ chez flying j 604, de type Sale, catégorie Gas"
2023-10-13,10/29/2023,CUMBERLAND FARMS #0161,Gas,sale,-55.26,,2023-10-28,2023,10,43,28,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,cumberland farms 0161,0,0,small,1,False,False,False,True,-0.19511224681594208,0,"Transaction de -55.26€ chez cumberland farms 0161, de type Sale, catégorie Gas"
2023-10-13,12/18/2023,COBBLESTONE BROOKVILLE,Travel,sale,-12.0,,2023-12-16,2023,12,50,16,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,cobblestone brookville,0,0,large,1,False,False,False,True,0.4483570529721447,0,"Transaction de -12.0€ chez cobblestone brookville, de type Sale, catégorie Travel"
2023-10-13,10/29/2023,APPLE.COM/BILL,Shopping,sale,-2.99,,2023-10-29,2023,10,43,29,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,applecombill,0,0,very_large,1,False,False,False,True,0.5823759709354055,0,"Transaction de -2.99€ chez applecombill, de type Sale, catégorie Shopping"
2023-10-13,12/12/2023,DD DOORDASH JERSEYMIK,Food & Drink,sale,-24.17,,2023-12-11,2023,12,50,11,0,0,0,0,0.0,1.0,0.0,1.0,dd doordash jerseymik,0,0,medium,1,False,False,False,True,0.26733482970767364,0,"Transaction de -24.17€ chez dd doordash jerseymik, de type Sale, catégorie Food & Drink"
2023-10-13,10/2/2023,SQ *BLOOMS &amp; BERRIES FARM,Shopping,sale,-26.75,,2023-10-01,2023,10,39,1,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,sq blooms amp berries farm,0,0,medium,1,False,False,False,True,0.22895871335415394,0,"Transaction de -26.75€ chez sq blooms amp berries farm, de type Sale, catégorie Shopping"
2023-10-13,11/2/2023,LOVELAND KIDS CHILDCARE,Personal,sale,-305.0,,2023-11-01,2023,11,44,1,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,loveland kids childcare,0,0,small,1,False,False,False,True,-3.9098608119818414,1,"Transaction de -305.0€ chez loveland kids childcare, de type Sale, catégorie Personal"
2023-10-13,10/2/2023,UNITED DAIRY FARMERS,Gas,sale,-3.79,,2023-10-01,2023,10,39,1,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,united dairy farmers,0,0,very_large,1,False,False,False,True,0.5704763999730738,0,"Transaction de -3.79€ chez united dairy farmers, de type Sale, catégorie Gas"
2023-10-13,10/8/2023,Amazon.com*T99O53DG1,Shopping,sale,-7.19,,2023-10-07,2023,10,40,7,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amazoncomt99o53dg1,0,0,very_large,1,False,False,False,True,0.5199032233831641,0,"Transaction de -7.19€ chez amazoncomt99o53dg1, de type Sale, catégorie Shopping"
2023-10-13,12/17/2023,COBBLESTONE BROOKVILLE,Travel,sale,-100.42,,2023-12-15,2023,12,50,15,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,cobblestone brookville,0,0,small,1,False,False,False,True,-0.8668430276395668,0,"Transaction de -100.42€ chez cobblestone brookville, de type Sale, catégorie Travel"
2023-10-13,10/29/2023,CREW,Shopping,sale,-25.29,,2023-10-26,2023,10,43,26,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,crew,0,0,medium,0,False,False,False,True,0.2506754303604093,0,"Transaction de -25.29€ chez crew, de type Sale, catégorie Shopping"
2023-10-13,11/27/2023,AUNTIE ANNE'S OH123,Food & Drink,sale,-16.97,,2023-11-25,2023,11,47,25,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,auntie annes oh123,0,0,large,1,False,False,False,True,0.374430968368659,0,"Transaction de -16.97€ chez auntie annes oh123, de type Sale, catégorie Food & Drink"
2023-10-13,12/21/2023,SQ *HEATHER ROGERS LLC,Personal,sale,-128.0,,2023-12-20,2023,12,51,20,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,sq heather rogers llc,0,0,small,1,False,False,False,True,-1.2770807365659522,0,"Transaction de -128.0€ chez sq heather rogers llc, de type Sale, catégorie Personal"
2023-10-13,11/7/2023,Amazon Digit*DQ4L83EL3,Shopping,sale,-3.19,,2023-11-06,2023,11,45,6,0,0,0,0,0.0,1.0,0.0,1.0,amazon digitdq4l83el3,0,0,very_large,1,False,False,False,True,0.5794010781948226,0,"Transaction de -3.19€ chez amazon digitdq4l83el3, de type Sale, catégorie Shopping"
2023-10-13,9/29/2023,SCHOLASTIC BOOK FAIRS R4,Education,sale,-27.73,,2023-09-28,2023,9,39,28,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,scholastic book fairs r4,0,0,medium,0,False,False,False,True,0.21438173892529758,0,"Transaction de -27.73€ chez scholastic book fairs r4, de type Sale, catégorie Education"
2023-10-13,11/19/2023,KROGER,Groceries,sale,-151.74,,2023-11-17,2023,11,46,17,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-1.6302005048731456,0,"Transaction de -151.74€ chez kroger, de type Sale, catégorie Groceries"
2023-10-14,9/28/2023,FSP*FLEET FEET CINCINNATI,Shopping,sale,-172.48,,2023-09-27,2023,9,39,27,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,fspfleet feet cincinnati,0,0,small,1,False,False,False,True,-1.9386968820715949,0,"Transaction de -172.48€ chez fspfleet feet cincinnati, de type Sale, catégorie Shopping"
2023-10-14,11/17/2023,KROGER FUEL 4426,Gas,sale,-48.94,,2023-11-16,2023,11,46,16,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,kroger fuel 4426,0,0,small,1,False,False,False,True,-0.10110563621352164,0,"Transaction de -48.94€ chez kroger fuel 4426, de type Sale, catégorie Gas"
2023-10-14,11/26/2023,CHIPOTLE ONLINE,Food & Drink,sale,-53.44,,2023-11-26,2023,11,47,26,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,chipotle online,0,0,small,1,False,False,False,True,-0.16804072287663746,0,"Transaction de -53.44€ chez chipotle online, de type Sale, catégorie Food & Drink"
2023-10-14,10/8/2023,DISNEY RESORTS-WDTC,Travel,sale,-200.0,,2023-10-05,2023,10,40,5,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,disney resortswdtc,0,0,small,1,False,False,False,True,-2.3480421231758055,0,"Transaction de -200.0€ chez disney resortswdtc, de type Sale, catégorie Travel"
2023-10-14,10/26/2023,FAT DADDYS ARCADE,Entertainment,sale,-50.0,,2023-10-24,2023,10,43,24,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,fat daddys arcade,0,0,small,1,False,False,False,True,-0.11687256773861118,0,"Transaction de -50.0€ chez fat daddys arcade, de type Sale, catégorie Entertainment"
2023-10-14,11/10/2023,DD DOORDASH CHUYS,Food & Drink,sale,-35.76,,2023-11-09,2023,11,45,9,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,dd doordash chuys,0,0,medium,1,False,False,False,True,0.09493979539089316,0,"Transaction de -35.76€ chez dd doordash chuys, de type Sale, catégorie Food & Drink"
2023-10-14,11/6/2023,AMZN Mktp US,Shopping,return,16.0,,2023-11-05,2023,11,44,5,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,amzn mktp us,1,0,very_large,1,False,False,True,False,0.8648420366537543,0,"Transaction de 16.0€ chez amzn mktp us, de type Return, catégorie Shopping"
2023-10-14,11/12/2023,TARGET.COM  *,Shopping,sale,-5.28,,2023-11-11,2023,11,45,11,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,targetcom  ,0,0,very_large,1,False,False,False,True,0.548313449055731,0,"Transaction de -5.28€ chez targetcom  , de type Sale, catégorie Shopping"
2023-10-14,10/1/2023,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,fee,-49.0,,2023-10-01,2023,10,39,1,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,annual membership fee,0,0,small,0,False,True,False,False,-0.10199810403569655,0,"Transaction de -49.0€ chez annual membership fee, de type Fee, catégorie Fees & Adjustments"
2023-10-14,12/1/2023,THE MASON GRILL,Food & Drink,sale,-18.18,,2023-11-30,2023,11,48,30,0,3,0,1,0.43388373911755823,-0.900968867902419,0.0,1.0,the mason grill,0,0,large,1,False,False,False,True,0.3564328672881323,0,"Transaction de -18.18€ chez the mason grill, de type Sale, catégorie Food & Drink"
2023-10-14,11/27/2023,AMZN Mktp US*NI53N1XV3,Shopping,sale,-45.65,,2023-11-26,2023,11,47,26,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,amzn mktp usni53n1xv3,0,0,medium,1,False,False,False,True,-0.052168650630932525,0,"Transaction de -45.65€ chez amzn mktp usni53n1xv3, de type Sale, catégorie Shopping"
2023-10-14,11/27/2023,AMZN Mktp US*NI53N1XV3,Shopping,sale,-45.65,,2023-11-26,2023,11,47,26,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,amzn mktp usni53n1xv3,0,0,medium,1,False,False,False,True,-0.052168650630932525,0,"Transaction de -45.65€ chez amzn mktp usni53n1xv3, de type Sale, catégorie Shopping"
2023-10-14,12/21/2023,WALGREENS #1281,Health & Wellness,sale,-85.48,,2023-12-20,2023,12,51,20,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,walgreens 1281,0,0,small,1,False,False,False,True,-0.6446185399180222,0,"Transaction de -85.48€ chez walgreens 1281, de type Sale, catégorie Health & Wellness"
2023-10-14,10/29/2023,EXXON GXM# 719 - PINEAPPL,Gas,sale,-6.79,,2023-10-28,2023,10,43,28,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,exxon gxm 719  pineappl,0,0,very_large,1,False,False,False,True,0.52585300886433,0,"Transaction de -6.79€ chez exxon gxm 719  pineappl, de type Sale, catégorie Gas"
2023-10-14,9/25/2023,McDonalds 39386,Food & Drink,sale,-1.38,,2023-09-23,2023,9,38,23,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,mcdonalds 39386,0,0,very_large,0,False,False,False,True,0.606323857497098,0,"Transaction de -1.38€ chez mcdonalds 39386, de type Sale, catégorie Food & Drink"
2023-10-14,12/7/2023,AMZN Mktp US*ZU45L4NO3,Shopping,sale,-17.07,,2023-12-06,2023,12,49,6,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,amzn mktp uszu45l4no3,0,0,large,1,False,False,False,True,0.3729435219983675,0,"Transaction de -17.07€ chez amzn mktp uszu45l4no3, de type Sale, catégorie Shopping"
2023-10-14,11/12/2023,TST* Scoopz,Food & Drink,sale,-15.5,,2023-11-11,2023,11,45,11,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,tst scoopz,0,0,large,1,False,False,False,True,0.3962964300119435,0,"Transaction de -15.5€ chez tst scoopz, de type Sale, catégorie Food & Drink"
2023-10-14,10/31/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-186.65,,2023-10-30,2023,10,44,30,0,0,0,0,0.0,1.0,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-2.149468032741895,0,"Transaction de -186.65€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-10-14,12/3/2023,Amazon.com*QZ1084W73,Shopping,sale,-27.71,,2023-12-02,2023,12,48,2,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amazoncomqz1084w73,0,0,medium,1,False,False,False,True,0.21467922819935586,0,"Transaction de -27.71€ chez amazoncomqz1084w73, de type Sale, catégorie Shopping"
2023-10-14,10/29/2023,EXXON GXM# 719 - PINEAPPL,Gas,sale,-6.79,,2023-10-28,2023,10,43,28,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,exxon gxm 719  pineappl,0,0,very_large,1,False,False,False,True,0.52585300886433,0,"Transaction de -6.79€ chez exxon gxm 719  pineappl, de type Sale, catégorie Gas"
2023-10-14,10/2/2023,SQ *BLOOMS &amp; BERRIES FARM,Shopping,sale,-26.75,,2023-10-01,2023,10,39,1,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,sq blooms amp berries farm,0,0,medium,1,False,False,False,True,0.22895871335415394,0,"Transaction de -26.75€ chez sq blooms amp berries farm, de type Sale, catégorie Shopping"
2023-10-14,10/1/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-317.66,,2023-09-30,2023,9,39,30,0,5,1,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-4.098171522460741,1,"Transaction de -317.66€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-10-14,10/23/2023,APPLEBEES 9058,Food & Drink,sale,-47.3,,2023-10-22,2023,10,42,22,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,applebees 9058,0,0,small,1,False,False,False,True,-0.07671151574074164,0,"Transaction de -47.3€ chez applebees 9058, de type Sale, catégorie Food & Drink"
2023-10-14,10/15/2023,MCDONALD'S F7033,Food & Drink,sale,-12.67,,2023-10-13,2023,10,41,13,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,mcdonalds f7033,0,0,large,1,False,False,False,True,0.43839116229119185,0,"Transaction de -12.67€ chez mcdonalds f7033, de type Sale, catégorie Food & Drink"
2023-10-14,11/26/2023,SHELL OIL 12547826003,Gas,sale,-21.56,,2023-11-23,2023,11,47,23,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,shell oil 12547826003,0,0,medium,1,False,False,False,True,0.30615717997228087,0,"Transaction de -21.56€ chez shell oil 12547826003, de type Sale, catégorie Gas"
2023-10-14,10/15/2023,SPEEDWAY 01829 705 CORWIN,Gas,sale,-22.36,,2023-10-14,2023,10,41,14,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,speedway 01829 705 corwin,0,0,medium,1,False,False,False,True,0.29425760900994913,0,"Transaction de -22.36€ chez speedway 01829 705 corwin, de type Sale, catégorie Gas"
2023-10-14,12/17/2023,APPLE.COM/BILL,Shopping,sale,-12.78,,2023-12-16,2023,12,50,16,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,applecombill,0,0,large,1,False,False,False,True,0.43675497128387125,0,"Transaction de -12.78€ chez applecombill, de type Sale, catégorie Shopping"
2023-10-14,11/21/2023,SKYLINE CHILI - TYLERS,Food & Drink,sale,-34.48,,2023-11-20,2023,11,47,20,0,0,0,0,0.0,1.0,0.0,1.0,skyline chili  tylers,0,0,medium,0,False,False,False,True,0.11397910893062389,0,"Transaction de -34.48€ chez skyline chili  tylers, de type Sale, catégorie Food & Drink"
2023-10-14,12/15/2023,KROGER FUEL 4383,Gas,sale,-37.47,,2023-12-14,2023,12,50,14,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,kroger fuel 4383,0,0,medium,1,False,False,False,True,0.06950446245890914,0,"Transaction de -37.47€ chez kroger fuel 4383, de type Sale, catégorie Gas"
2023-10-14,10/18/2023,APPLE.COM/BILL,Shopping,sale,-1.06,,2023-10-17,2023,10,42,17,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,applecombill,0,0,very_large,1,False,False,False,True,0.6110836858820307,0,"Transaction de -1.06€ chez applecombill, de type Sale, catégorie Shopping"
2023-10-14,11/12/2023,AMZN Mktp US,Shopping,return,13.17,,2023-11-11,2023,11,45,11,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amzn mktp us,1,0,very_large,1,False,False,True,False,0.8227473043745059,0,"Transaction de 13.17€ chez amzn mktp us, de type Return, catégorie Shopping"
2023-10-14,10/26/2023,SHELL OIL 57544412000,Gas,sale,-1.75,,2023-10-24,2023,10,43,24,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,shell oil 57544412000,0,0,very_large,1,False,False,False,True,0.6008203059270196,0,"Transaction de -1.75€ chez shell oil 57544412000, de type Sale, catégorie Gas"
2023-10-14,10/8/2023,KROGER,Groceries,sale,-185.49,,2023-10-05,2023,10,40,5,0,3,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-2.1322136548465145,0,"Transaction de -185.49€ chez kroger, de type Sale, catégorie Groceries"
2023-10-14,11/28/2023,AMZN Mktp US,Shopping,return,29.88,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,amzn mktp us,1,1,very_large,1,False,False,True,False,1.0712995928502094,0,"Transaction de 29.88€ chez amzn mktp us, de type Return, catégorie Shopping"
2023-10-14,12/15/2023,KROGER,Groceries,sale,-179.64,,2023-12-13,2023,12,50,13,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,kroger,0,0,small,1,False,False,False,True,-2.0451980421844635,0,"Transaction de -179.64€ chez kroger, de type Sale, catégorie Groceries"
2023-10-14,10/9/2023,CHEESECAKE LIBERTY CNTR,Food & Drink,sale,-80.14,,2023-10-08,2023,10,40,8,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,cheesecake liberty cntr,0,0,small,1,False,False,False,True,-0.5651889037444581,0,"Transaction de -80.14€ chez cheesecake liberty cntr, de type Sale, catégorie Food & Drink"
2023-10-14,11/24/2023,AMZN Mktp US*SI8GH1J23,Shopping,sale,-61.06,,2023-11-24,2023,11,47,24,0,4,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,amzn mktp ussi8gh1j23,0,0,small,1,False,False,False,True,-0.281384136292847,0,"Transaction de -61.06€ chez amzn mktp ussi8gh1j23, de type Sale, catégorie Shopping"
2023-10-14,12/7/2023,Amazon Digit*C21B374G3,Shopping,sale,-3.19,,2023-12-06,2023,12,49,6,0,2,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,amazon digitc21b374g3,0,0,very_large,0,False,False,False,True,0.5794010781948226,0,"Transaction de -3.19€ chez amazon digitc21b374g3, de type Sale, catégorie Shopping"
2023-10-14,11/28/2023,PANERA BREAD #204922 O,Food & Drink,sale,-7.95,,2023-11-28,2023,11,48,28,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,panera bread 204922 o,0,0,very_large,1,False,False,False,True,0.5085986309689489,0,"Transaction de -7.95€ chez panera bread 204922 o, de type Sale, catégorie Food & Drink"
2023-10-14,10/1/2023,SPI*DUKE-ENERGY,Bills & Utilities,sale,-317.66,,2023-09-30,2023,9,39,30,0,5,1,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,spidukeenergy,0,0,small,1,False,False,False,True,-4.098171522460741,1,"Transaction de -317.66€ chez spidukeenergy, de type Sale, catégorie Bills & Utilities"
2023-10-14,12/3/2023,Subway 2594,Food & Drink,sale,-12.96,,2023-12-02,2023,12,48,2,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,subway 2594,0,0,large,1,False,False,False,True,0.43407756781734663,0,"Transaction de -12.96€ chez subway 2594, de type Sale, catégorie Food & Drink"
2023-10-14,11/12/2023,AMZN Mktp US*9Y0CG1Z63,Shopping,sale,-32.54,,2023-11-11,2023,11,45,11,0,5,1,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,amzn mktp us9y0cg1z63,0,0,medium,1,False,False,False,True,0.14283556851427825,0,"Transaction de -32.54€ chez amzn mktp us9y0cg1z63, de type Sale, catégorie Shopping"
2023-10-14,11/6/2023,CHEESECAKE LIBERTY CNTR,Food & Drink,sale,-53.99,,2023-11-05,2023,11,44,5,0,6,1,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,cheesecake liberty cntr,0,0,small,1,False,False,False,True,-0.17622167791324056,0,"Transaction de -53.99€ chez cheesecake liberty cntr, de type Sale, catégorie Food & Drink"
